song_title,song_time,song_url
TakeMeBack,['02:58'],https://music.163.com/song?id=423118976
Skyline,['02:43'],https://music.163.com/song?id=479219394
NYC,['02:57'],https://music.163.com/song?id=427542087
Sea,['03:51'],https://music.163.com/song?id=399353211
TakeMeHome,['03:00'],https://music.163.com/song?id=405372571
Satellites,['03:16'],https://music.163.com/song?id=458711883
BornToBeYours,['03:13'],https://music.163.com/song?id=572903330
BetweenDays,['03:10'],https://music.163.com/song?id=419238394
MovingOn,['02:58'],https://music.163.com/song?id=419594549
BeWithYou,['04:04'],https://music.163.com/song?id=421160113
SummerHome,['03:36'],https://music.163.com/song?id=421148303
OnceYouGoUp,['03:29'],https://music.163.com/song?id=34468290
Oceans,['03:57'],https://music.163.com/song?id=33020796
BurningOn,['04:57'],https://music.163.com/song?id=445462407
FollowYou,['02:59'],https://music.163.com/song?id=36921817
SummerSense,['03:48'],https://music.163.com/song?id=431855318
GiveMeYourLove,['03:17'],https://music.163.com/song?id=445666806
Seve,['03:30'],https://music.163.com/song?id=30394891
FirstTime,['03:13'],https://music.163.com/song?id=475072467
Trip,['03:08'],https://music.163.com/song?id=36492599
恋のテンキヨホウ,['05:10'],https://music.163.com/song?id=405998840
プリンシプル,['04:15'],https://music.163.com/song?id=28457716
恋という贈り物,['05:10'],https://music.163.com/song?id=522529625
最後のサヨナラ、最後の告白,['04:14'],https://music.163.com/song?id=491477086
告白,['06:41'],https://music.163.com/song?id=441116346
新しい朝-(动画剧场《窈窕淑女后篇～花之东京大浪漫～》主题曲/劇場版「はいからさんが通る後編~花の東京大ロマン~」主題歌),['05:40'],https://music.163.com/song?id=1305364253
恋心,['05:02'],https://music.163.com/song?id=573711331
あおぞら,['04:25'],https://music.163.com/song?id=556030920
AboutLOVE,['04:57'],https://music.163.com/song?id=35806305
君にありがとう,['05:55'],https://music.163.com/song?id=491484609
柔らかな桜光,['04:12'],https://music.163.com/song?id=407699347
ショートケーキ-(草莓蛋糕),['04:35'],https://music.163.com/song?id=26060030
TheGIFT,['03:51'],https://music.163.com/song?id=31108972
恋の道,['04:29'],https://music.163.com/song?id=573711340
友だち,['04:58'],https://music.163.com/song?id=553543187
不確かな青春,['05:09'],https://music.163.com/song?id=1303027247
君想う、雨,['04:51'],https://music.163.com/song?id=558377026
足音,['04:24'],https://music.163.com/song?id=22649440
ハロー-(Hello),['05:04'],https://music.163.com/song?id=29719037
HERO,['03:37'],https://music.163.com/song?id=862102570
远く离れても,['05:15'],https://music.163.com/song?id=658742
告白,['05:48'],https://music.163.com/song?id=36102281
フリルの風,['04:30'],https://music.163.com/song?id=29319623
愛の花咲くとき,['06:02'],https://music.163.com/song?id=505474025
6番目の光,['03:59'],https://music.163.com/song?id=566756
追憶の恋人,['04:12'],https://music.163.com/song?id=437290903
hug,['04:17'],https://music.163.com/song?id=22644447
明日への道,['04:45'],https://music.163.com/song?id=26212366
つま先立ち,['04:07'],https://music.163.com/song?id=477331353
雪の华,['05:01'],https://music.163.com/song?id=22792963
恋煩い,['05:06'],https://music.163.com/song?id=1294899964
Voyage,['05:05'],https://music.163.com/song?id=553812193
カウボーイ,['05:32'],https://music.163.com/song?id=22714431
春風SHUNPU,['04:11'],https://music.163.com/song?id=491484598
こいかぜ-花葉-,['05:47'],https://music.163.com/song?id=530995920
君が呼ぶのなら,['04:29'],https://music.163.com/song?id=22638674
センチメートル,['05:12'],https://music.163.com/song?id=458711372
風の谷のナウシカ,['04:36'],https://music.163.com/song?id=584134
君と雨に歌うソネット,['05:06'],https://music.163.com/song?id=532777162
TSUBASA-(TV动画《机神大战巨型方程式》ED/TVアニメ「機神大戦ギガンティック・フォーミュラ」ED),['04:51'],https://music.163.com/song?id=649931
ユートピア,['04:35'],https://music.163.com/song?id=408140480
幸せの砂浜,['05:46'],https://music.163.com/song?id=454438545
梦のかけら,['05:15'],https://music.163.com/song?id=22844209
美しい想い出-(美好的回忆),['03:43'],https://music.163.com/song?id=22706642
今ここで逢えたら-(若能相逢于此时此地),['04:24'],https://music.163.com/song?id=553534083
映画のような恋でした,['04:39'],https://music.163.com/song?id=26113578
あなたがいないのならば,['04:28'],https://music.163.com/song?id=35807324
明日の君さえいればいい。,['05:02'],https://music.163.com/song?id=529824355
爱されたくて爱したいだけ,['05:25'],https://music.163.com/song?id=579816
ポプラと僕らのヒストリー-(TV动画《OneRoom》第二季ED2),['03:40'],https://music.163.com/song?id=1304922039
走马,['03:55'],https://music.163.com/song?id=30431367
潜水,['04:58'],https://music.163.com/song?id=245670
心动,['03:50'],https://music.163.com/song?id=210281
晴空,['03:28'],https://music.163.com/song?id=25730878
看海,['04:59'],https://music.163.com/song?id=327186
初爱,['03:53'],https://music.163.com/song?id=26075548
风景-(电视剧《我站在桥上看风景》片头曲),['04:08'],https://music.163.com/song?id=533017717
向往-(公益片《河流孩子》主题曲),['04:16'],https://music.163.com/song?id=26355196
潜蓝色,['03:40'],https://music.163.com/song?id=29755502
追光者-(电视剧《夏至未至》插曲),['03:55'],https://music.163.com/song?id=483671599
双城故事,['04:16'],https://music.163.com/song?id=277757
梦里来过,['04:01'],https://music.163.com/song?id=138309
我的名字,['04:13'],https://music.163.com/song?id=554241732
黑暗之光,['05:03'],https://music.163.com/song?id=253960
海枯石烂,['03:52'],https://music.163.com/song?id=280464
清白之年,['04:34'],https://music.163.com/song?id=475072295
海角七号,['04:59'],https://music.163.com/song?id=77178
厦门之夏,['04:44'],https://music.163.com/song?id=363258
去年夏天,['04:05'],https://music.163.com/song?id=557581476
特别的人-(SpecialPerson),['04:19'],https://music.163.com/song?id=28403111
BetterMe,['03:46'],https://music.163.com/song?id=28068286
盛夏的果实,['04:10'],https://music.163.com/song?id=27937429
把耳朵叫醒,['03:31'],https://music.163.com/song?id=247873
有可能的夜晚,['04:39'],https://music.163.com/song?id=26217171
烟火里的尘埃,['05:21'],https://music.163.com/song?id=29004400
资水上空的燕子,['04:20'],https://music.163.com/song?id=28029626
风从海面吹过来,['04:18'],https://music.163.com/song?id=26427653
MalaysiaChabor-(马来西亚的查某),['02:45'],https://music.163.com/song?id=28636660
坐在巷口的那对男女,['02:41'],https://music.163.com/song?id=394653
你是我最愚蠢的一次浪漫,['03:32'],https://music.163.com/song?id=502103677
美味しくなあれ,['04:05'],https://music.163.com/song?id=453512
SunnyJim,['02:05'],https://music.163.com/song?id=17423740
PaperAeroplanes,['02:50'],https://music.163.com/song?id=19500299
夜螢光～AuldLangSyne-bossastyle-(offvocal)-(原曲幻視の夜～GhostlyEyes),['05:23'],https://music.163.com/song?id=29223241
乙女日和,['01:37'],https://music.163.com/song?id=4946875
RatherBe(Instrumental),['03:44'],https://music.163.com/song?id=34880347
BeautifulDays,['02:19'],https://music.163.com/song?id=757700
BygoneBumps,['02:08'],https://music.163.com/song?id=17423737
IRemember,['02:49'],https://music.163.com/song?id=3026583
CuttoBlack(Instrumental),['03:21'],https://music.163.com/song?id=27829951
outsidesandwiches,['02:00'],https://music.163.com/song?id=32098431
LittleRedCaboose,['02:22'],https://music.163.com/song?id=2925105
MorrieNote,['03:24'],https://music.163.com/song?id=22843786
Julia'sTheme,['02:13'],https://music.163.com/song?id=995371
LostInMyView,['03:28'],https://music.163.com/song?id=771835
パピヨン,['04:29'],https://music.163.com/song?id=28308434
Wishin'AndHopin',['02:54'],https://music.163.com/song?id=2423449
Mr.ArrowKey,['03:33'],https://music.163.com/song?id=26413073
SummerSwing!,['02:39'],https://music.163.com/song?id=28921502
PieTheme,['00:54'],https://music.163.com/song?id=1071532
Mr.Wonderful,['03:05'],https://music.163.com/song?id=22843791
TheOriginalFrenchChefTheme,['00:23'],https://music.163.com/song?id=995380
EasyBreeze,['01:42'],https://music.163.com/song?id=29207817
ひやむぎ、そーめん、时々うどん,['04:26'],https://music.163.com/song?id=785793
macaronwaltz,['02:30'],https://music.163.com/song?id=26303624
常盤台中学校,['02:26'],https://music.163.com/song?id=676277
パピエ~LaLaLaヴァージョン,['04:05'],https://music.163.com/song?id=615405
いいのかな？,['01:30'],https://music.163.com/song?id=28160994
FigLeafRag,['03:38'],https://music.163.com/song?id=21607817
厨房里的欢乐时光,['01:54'],https://music.163.com/song?id=473440592
女三人寄れば,['01:51'],https://music.163.com/song?id=28160737
一升庵,['03:14'],https://music.163.com/song?id=453450
MonsieurMelody,['02:09'],https://music.163.com/song?id=17423738
TheEntertainer,['03:23'],https://music.163.com/song?id=1690727
WhiteMagic,['03:45'],https://music.163.com/song?id=33469659
"GavotteinDmajor,Rosine(arr.forviolinandpiano)",['01:59'],https://music.163.com/song?id=4462879
WhereIstheLove,['04:33'],https://music.163.com/song?id=28828076
WhatADifferenceADayMade,['03:26'],https://music.163.com/song?id=27814770
ThePavillion,['02:26'],https://music.163.com/song?id=17423741
Nyasoleil,['02:18'],https://music.163.com/song?id=525241724
戦車を可愛くデコレーションしちゃいます!,['02:02'],https://music.163.com/song?id=28191771
HeartOfGold-(《美食，祈祷和恋爱》最热插曲),['03:07'],https://music.163.com/song?id=5040046
DivorceBlues,['02:11'],https://music.163.com/song?id=27571302
DancingButterflies,['04:33'],https://music.163.com/song?id=31273477
사랑해쏭-(我爱你Song),['03:13'],https://music.163.com/song?id=29751627
AndThenYou,['03:29'],https://music.163.com/song?id=18015961
YouBelongtoMe,['02:08'],https://music.163.com/song?id=1147087
Gone-AlbumVersion,['02:08'],https://music.163.com/song?id=18602336
InMyLife,['02:58'],https://music.163.com/song?id=18827726
SheUsedtoLoveMeaLot,['03:09'],https://music.163.com/song?id=28310548
AsTimeGoesBy,['02:35'],https://music.163.com/song?id=22222822
"SoLong,FrankLloydWright",['03:45'],https://music.163.com/song?id=21598119
LoveMeTender,['02:43'],https://music.163.com/song?id=27083354
PurpleSparkle,['02:57'],https://music.163.com/song?id=28701517
ItWon'tBeLong(AndI'llBeHatingYou),['02:29'],https://music.163.com/song?id=27198332
Union,['03:57'],https://music.163.com/song?id=400162575
AnnieMae,['05:19'],https://music.163.com/song?id=5057030
Patience,['02:56'],https://music.163.com/song?id=464035866
TheBlower'sDaughter,['04:48'],https://music.163.com/song?id=17240038
DarknessOfTheDay,['04:08'],https://music.163.com/song?id=407927991
Terrified,['04:15'],https://music.163.com/song?id=407927987
Hurt,['03:37'],https://music.163.com/song?id=18828737
ForYouToBeHere,['02:48'],https://music.163.com/song?id=425684930
AutumnLeaves,['05:39'],https://music.163.com/song?id=17541009
Vincent,['04:00'],https://music.163.com/song?id=1215678
ThereIsALightThatNeverGoesOut(2011RemasteredVersion),['04:03'],https://music.163.com/song?id=19576478
That'sHowIGotToMemphis,['03:02'],https://music.163.com/song?id=29812044
LonesomeTown,['02:11'],https://music.163.com/song?id=22521370
OatsIntheWater,['04:59'],https://music.163.com/song?id=25721054
It'sAllOver,['02:49'],https://music.163.com/song?id=27186408
YouAreTheWilderness,['05:16'],https://music.163.com/song?id=26232838
HoldOn,['05:34'],https://music.163.com/song?id=21793850
BeNotSoFearful-(《行尸走肉》电视剧热门插曲),['02:19'],https://music.163.com/song?id=28315031
stay,['04:15'],https://music.163.com/song?id=28753605
North,['04:19'],https://music.163.com/song?id=28394558
ColourMeIn,['05:18'],https://music.163.com/song?id=29600032
CastleontheHill,['04:20'],https://music.163.com/song?id=451701104
Bulletproof,['03:30'],https://music.163.com/song?id=457761714
ShookDown,['03:27'],https://music.163.com/song?id=19902626
LifeIsWonderful[LiveFromAmsterdam]-live,['04:38'],https://music.163.com/song?id=18611546
HowMuch,['02:58'],https://music.163.com/song?id=17247201
InNeed,['03:40'],https://music.163.com/song?id=454438064
SilhouettesOfYou,['04:57'],https://music.163.com/song?id=506224180
Don'tYouWantMe,['03:19'],https://music.163.com/song?id=28143758
24-25,['03:38'],https://music.163.com/song?id=18938918
Cocoon,['04:10'],https://music.163.com/song?id=18602345
One,['03:52'],https://music.163.com/song?id=18828620
TheSoundofSilence,['03:06'],https://music.163.com/song?id=27200172
Rabbit,['02:58'],https://music.163.com/song?id=1704213
ShipInTheSand,['03:37'],https://music.163.com/song?id=26511658
ValderFields,['02:38'],https://music.163.com/song?id=2001320
FiveHundredMiles-(500英里),['03:26'],https://music.163.com/song?id=27759600
IDon'tWantToChangeYou,['05:26'],https://music.163.com/song?id=29427498
LetHerGo,['04:12'],https://music.163.com/song?id=18161816
BeautifulBirds,['03:33'],https://music.163.com/song?id=431610330
FearofFear,['02:58'],https://music.163.com/song?id=31517162
SpinningOverYou,['03:14'],https://music.163.com/song?id=466089093
Notitle,['04:03'],https://music.163.com/song?id=28941713
ShapeofYou,['02:52'],https://music.163.com/song?id=468882985
Hurricane(JLiskRemix),['03:17'],https://music.163.com/song?id=35448603
AftertheAfterparty,['03:39'],https://music.163.com/song?id=437605840
Wildfire(ExtendedVersion),['06:06'],https://music.163.com/song?id=399340175
Faded,['03:32'],https://music.163.com/song?id=36990266
Soldier,['03:22'],https://music.163.com/song?id=27969800
Breathe,['03:27'],https://music.163.com/song?id=521558853
Mine(IlleniumRemix),['04:09'],https://music.163.com/song?id=30780496
Lullaby,['02:40'],https://music.163.com/song?id=529557738
SaveMe,['03:04'],https://music.163.com/song?id=460476510
LookWhatYouMadeMeDo,['02:47'],https://music.163.com/song?id=517543021
Outside,['03:47'],https://music.163.com/song?id=29561077
BackToMe,['02:58'],https://music.163.com/song?id=463049020
SilverLining,['03:56'],https://music.163.com/song?id=33255957
SomethingJustLikeThis,['02:34'],https://music.163.com/song?id=500412245
LightupmyLOVE!!,['02:01'],https://music.163.com/song?id=4916166
AllFallsDown,['03:19'],https://music.163.com/song?id=515453363
NeverBeAlone(LumiousRemix),['03:36'],https://music.163.com/song?id=426291168
極楽浄土,['03:38'],https://music.163.com/song?id=411907897
Darkside,['03:31'],https://music.163.com/song?id=1296410418
GearsofLove,['04:19'],https://music.163.com/song?id=28468983
ninelie-(TV动画「甲铁城的卡巴内瑞」ED),['04:20'],https://music.163.com/song?id=409872504
Despacito,['02:38'],https://music.163.com/song?id=509512219
Girls,['03:29'],https://music.163.com/song?id=439121048
Spendingallmytime,['03:54'],https://music.163.com/song?id=796975
FlyAway,['03:14'],https://music.163.com/song?id=480648424
Vacation,['03:40'],https://music.163.com/song?id=436514415
TheRightWay,['03:11'],https://music.163.com/song?id=416531229
Falling,['03:22'],https://music.163.com/song?id=456185246
Solo,['03:42'],https://music.163.com/song?id=557704117
Strongest(AlanWalkerRemix),['03:30'],https://music.163.com/song?id=521657045
Memories(OriginalMix),['03:22'],https://music.163.com/song?id=431853044
EsrappeltimKarton,['03:24'],https://music.163.com/song?id=29750825
She,['03:49'],https://music.163.com/song?id=4083642
Річка,['03:08'],https://music.163.com/song?id=25862794
Alone,['02:38'],https://music.163.com/song?id=444269135
FightingForLove,['03:26'],https://music.163.com/song?id=471565622
SingMetoSleep,['03:09'],https://music.163.com/song?id=415792222
TheOcean(RadioEdit),['03:03'],https://music.163.com/song?id=409916250
MyRadio(DJToolRadioEdit),['03:13'],https://music.163.com/song?id=429411119
Mandala(OfficialSunburn2016Anthem),['02:56'],https://music.163.com/song?id=448916609
TheCalling(DaTweekazRemix),['03:47'],https://music.163.com/song?id=468819030
BitchBetterHaveMyMoney(R3HabRemix),['03:48'],https://music.163.com/song?id=35956775
ShadesOfGrey(LoaXvsAventryRemix),['03:30'],https://music.163.com/song?id=399367784
MoveYourBody(AlanWalkerRemix),['03:37'],https://music.163.com/song?id=436487129
AllYouAre,['05:30'],https://music.163.com/song?id=29459692
Outlaw,['04:20'],https://music.163.com/song?id=456185219
Don'tWait,['04:29'],https://music.163.com/song?id=442867239
MagicOnYou,['02:23'],https://music.163.com/song?id=493042529
Breathe,['03:28'],https://music.163.com/song?id=512621132
ComeAndGetIt(RazihelRemix)-remix,['03:38'],https://music.163.com/song?id=26193501
RockefellerStreet(NightcoreMix),['02:26'],https://music.163.com/song?id=467800075
SteadyMe,['03:08'],https://music.163.com/song?id=507795651
Kuyenda,['02:59'],https://music.163.com/song?id=500399011
HopeofMorning,['03:49'],https://music.163.com/song?id=27849889
Home(BlazeURemix),['02:18'],https://music.163.com/song?id=448317566
IntoTheFire(OriginalMix),['02:44'],https://music.163.com/song?id=415793214
AngelWithAShotgun,['03:13'],https://music.163.com/song?id=30051135
SetmeFree(feat.AliceBerg-FreezeTime),['06:06'],https://music.163.com/song?id=487750345
YoursTruly,['04:42'],https://music.163.com/song?id=30854503
BUBBLETEA,['04:03'],https://music.163.com/song?id=416552622
Ain'tMyFault(R3habRemix),['02:38'],https://music.163.com/song?id=433018366
TakeMyHand(TeminiteRemix),['03:42'],https://music.163.com/song?id=523251427
Heartbeats,['03:56'],https://music.163.com/song?id=2175282
Wildcard,['03:24'],https://music.163.com/song?id=412951123
We'vegottahaveaparty!,['04:22'],https://music.163.com/song?id=22793303
Static,['03:27'],https://music.163.com/song?id=488953588
Alivefeat.Quilla(OriginalMix)-remix,['07:01'],https://music.163.com/song?id=26263862
WelcometotheShow,['03:22'],https://music.163.com/song?id=16768021
DarkSide,['03:24'],https://music.163.com/song?id=457552211
"Hello,Hello(ExtendedMix)",['04:00'],https://music.163.com/song?id=419254011
Vagrant,['04:28'],https://music.163.com/song?id=34613621
Stargazing,['03:21'],https://music.163.com/song?id=519913226
Ocean,['02:59'],https://music.163.com/song?id=553812216
Lover,['03:41'],https://music.163.com/song?id=554191364
FireAway,['02:49'],https://music.163.com/song?id=551335096
JustTheSame,['03:31'],https://music.163.com/song?id=533455199
[A]ddiction,['03:16'],https://music.163.com/song?id=41654827
Lip&Hip,['03:29'],https://music.163.com/song?id=522351083
Soldier,['03:23'],https://music.163.com/song?id=28381276
RatherBe,['04:01'],https://music.163.com/song?id=28095742
Sign,['03:11'],https://music.163.com/song?id=440101136
WickedWonderland(RadioEdit),['03:37'],https://music.163.com/song?id=28694864
Samsara,['03:32'],https://music.163.com/song?id=33291435
Wild,['03:35'],https://music.163.com/song?id=441491410
LoveFromMe,['03:56'],https://music.163.com/song?id=426290545
Themagickey,['03:50'],https://music.163.com/song?id=26783793
Stand,['03:15'],https://music.163.com/song?id=18836873
IHeartU,['03:16'],https://music.163.com/song?id=483024211
PushedDown,['03:37'],https://music.163.com/song?id=565966091
YaelNaim-Newsoul（HarryJremix）,['02:44'],https://music.163.com/song?id=863394306
Together,['03:03'],https://music.163.com/song?id=30373112
Goodbye(OriginalMix),['04:43'],https://music.163.com/song?id=399342409
mede:mede,['03:35'],https://music.163.com/song?id=33516495
Believe(OriginalMix),['05:35'],https://music.163.com/song?id=33361503
Don'tGiveuponMe,['03:19'],https://music.163.com/song?id=526099074
EmptyHouse,['03:33'],https://music.163.com/song?id=526468167
Don'tLetMeDown,['03:28'],https://music.163.com/song?id=402070862
GetFree(MitchellSouthamRemix),['04:30'],https://music.163.com/song?id=33495156
ToTrainTogether,['03:26'],https://music.163.com/song?id=1529633
LikeARiver,['02:48'],https://music.163.com/song?id=26624709
TheCrave,['01:46'],https://music.163.com/song?id=5027084
Sebastian,['02:12'],https://music.163.com/song?id=1041728
PianoLullaby,['02:07'],https://music.163.com/song?id=28182231
BigMySecret,['02:56'],https://music.163.com/song?id=1717177
CinemaParadiso,['03:01'],https://music.163.com/song?id=5029846
WhereIsMyMind,['02:47'],https://music.163.com/song?id=5039629
WrittenontheSky,['01:38'],https://music.163.com/song?id=26244430
ShelteringSkyTheme,['04:20'],https://music.163.com/song?id=502513
Sonatinebureaucratique,['03:44'],https://music.163.com/song?id=516746171
I'mForrest...ForrestGump,['02:39'],https://music.163.com/song?id=16306280
LaValseD'Amélie(VersionPiano),['02:38'],https://music.163.com/song?id=26635204
"EngagementParty-From""LaLaLand""Soundtrack",['01:27'],https://music.163.com/song?id=445867342
Fly,['03:20'],https://music.163.com/song?id=1648614
River,['03:35'],https://music.163.com/song?id=994398
Theme,['02:24'],https://music.163.com/song?id=19963154
Packing,['01:10'],https://music.163.com/song?id=36947823
L'instant,['03:25'],https://music.163.com/song?id=1803040
MainTitles,['02:21'],https://music.163.com/song?id=463145283
Photograph,['02:28'],https://music.163.com/song?id=28226055
Ma’sPhotos,['01:36'],https://music.163.com/song?id=40047024
FlippedSuite,['03:28'],https://music.163.com/song?id=5039983
Jenny'sTheme,['01:33'],https://music.163.com/song?id=5040907
ValseAL'Etage,['01:52'],https://music.163.com/song?id=1380547
GnossienneNo.3,['03:07'],https://music.163.com/song?id=28695410
Prelude:TheAtlasMarch,['01:15'],https://music.163.com/song?id=25714112
NewMoon(TheMeadow)-(《暮光之城2：新月》电影主题曲),['04:09'],https://music.163.com/song?id=5041289
Desplat:TheKing'sSpeech,['03:56'],https://music.163.com/song?id=16334758
LeBal(InterludePiano)-intro,['01:01'],https://music.163.com/song?id=3817374
BalladeNo.1inGMinor.Op.23,['08:52'],https://music.163.com/song?id=2083325
I'mNotinLoveWithYouAnymore,['02:46'],https://music.163.com/song?id=28381585
Memories(SomeoneWe'llNeverKnow),['04:52'],https://music.163.com/song?id=1149837
Prologue,['01:16'],https://music.163.com/song?id=1150454
NorthSea,['03:20'],https://music.163.com/song?id=1994223
Manhattan,['03:48'],https://music.163.com/song?id=420482043
PetitNicolas,['04:02'],https://music.163.com/song?id=1380869
MeetingAgain,['02:45'],https://music.163.com/song?id=995810
GolborneRoad,['02:16'],https://music.163.com/song?id=27810031
FacultyMeeting,['02:14'],https://music.163.com/song?id=1937479
CameraObscura,['01:35'],https://music.163.com/song?id=519354945
TheHouseTheme,['01:22'],https://music.163.com/song?id=1941414
"WeKeepinTouch,Okay?",['02:50'],https://music.163.com/song?id=31192913
APrincessWithoutAVoice,['01:50'],https://music.163.com/song?id=521731468
"KlaviersonateinA-Dur,KV331",['03:46'],https://music.163.com/song?id=5047807
DieSonatevomGutenMenschen,['01:40'],https://music.163.com/song?id=18006359
ClairdeLune(iTunesBonusTrack),['05:59'],https://music.163.com/song?id=5042933
"Debussy:Suitebergamasque,L.75-3.Clairdelune",['04:52'],https://music.163.com/song?id=17345200
SonateElLaMajeurD959Scherzo-AllegroIlGiardino,['05:22'],https://music.163.com/song?id=5052462
Medley:Phil'sPianoSolo/EighteenthVariationfromRapsodieonaThe,['01:47'],https://music.163.com/song?id=1418490
Goodbye,['02:11'],https://music.163.com/song?id=1529669
LoveTheme-(天堂电影院),['02:54'],https://music.163.com/song?id=1436092
MainTitle-(《恋恋笔记本》主题配乐),['02:49'],https://music.163.com/song?id=1012226
UnaMattina,['06:42'],https://music.163.com/song?id=1648647
PlayingLove,['03:06'],https://music.163.com/song?id=5027096
Evgeni'sWaltz,['03:35'],https://music.163.com/song?id=16336963
You'reNoDifferent(AlbumVersion),['00:57'],https://music.163.com/song?id=16306281
TravelToEdinburgh,['01:42'],https://music.163.com/song?id=25714114
"StillThere,StillThere",['01:14'],https://music.163.com/song?id=26484494
TheAboutTimeTheme,['02:22'],https://music.163.com/song?id=27810028
Bethena(AConcertWaltz)-(《本杰明巴顿奇事》最热配乐),['05:42'],https://music.163.com/song?id=995968
TheHeartAsksPleasureFirst,['01:36'],https://music.163.com/song?id=1717198
NocturneinC-SharpMinor(1830),['04:06'],https://music.163.com/song?id=2083307
ThemeFromSchindler'sList(Reprise),['02:59'],https://music.163.com/song?id=18671721
Dawn,['02:38'],https://music.163.com/song?id=2426838
It'sALife,['01:29'],https://music.163.com/song?id=28557238
Neverland,['04:29'],https://music.163.com/song?id=1529975
OpeningTitles,['01:16'],https://music.163.com/song?id=439871397
ThePianoDuet,['01:53'],https://music.163.com/song?id=1222876
LesMarionettes,['02:29'],https://music.163.com/song?id=2109100
TheWickedFlee-(《大地惊雷》最热配乐),['02:34'],https://music.163.com/song?id=1149864
MorningPassages,['05:33'],https://music.163.com/song?id=1828633
ThemeDuVercors,['01:50'],https://music.163.com/song?id=1791501
SongOnTheBeach,['03:32'],https://music.163.com/song?id=28226052
ThemeFromLoveStory,['03:20'],https://music.163.com/song?id=17730258
